Text_ID,Father_ID,Father_name,Author_name,Text,110306476,110306477,110306479,110306480,110306481,290432993,290432994,290432995,290432996,290432997,290432998,290432999,290433000,290433001,336303814,336303815,336303816,336303817,336303818,336303819,336303820,336303821,336303822,336303823,336303824,336303825,336303826,336303828,336303829,336303830,336303831,376431376,376431377,376431378,376433765,376433766,376433767,376433768,376433769,376444501,376444502,376444503,376444504,376444505,376444506,376444507,376444508,376444509,402992217,402992218,406891963,463559130,472812824,472812825,472923591,481016834,481016835,496905538,514356011,514356012,514356013,514356014,514356015,514356016,514356017,514356018,514356019,514356020,540492161,547332524,547332525,547332526,547332527,547332528,547332529,547332530,547332531,547332532,547332533,547332534,547332535,547332536,547332537,547332538,563032087,583516114,583516115,583516116,583516117,583516118,583516119,583516120,583516121,583516122,583516123,583516124,583516125,583516126,583516127,590584771,590584772,590584773,590584774,590584775,590584776,590584777,590584778,590584779,590584780,590584781,590584782,590584783,590584784,590584785,590584786,590584787,590584788,590584789,590584790,590584791,590584792,590584793,590584794,590605098,590605099,590605100,590605101,590605102,590605103,590605104,590605105,590605106,590635935,590635936,590635937,590635938,590635939,590635940,590635941,590635942,590635943,590635944,591548145,591548146,591548147,591548148,591548149,591548150,591548151,591548152,591548153,591548154,591548155,591548156,591548157,591548158,591548159,591548160,591548161,591548162,591548163,591548164,591548165
110306476,6297743,"How to Take Smart Notes: One Simple Technique to Boost Writing,  Learning and Thinking  for Students, Academics and Nonfiction Book Writers",Sönke Ahrens,"Having a meaningful and well-defined task beats willpower every time. Not having willpower, but not having to use willpower indicates that you set yourself up for success. This is where the organisation of writing and note-taking comes into play.",1.0,0.34653,0.4837,0.40527,0.30511,0.91128,0.40053,0.5151,0.48804,0.32907,0.42978,0.38008,0.48665,0.38913,0.25491,0.28709,0.47148,0.19826,0.40049,0.2444,0.50196,0.29292,0.27695,0.28932,0.26053,0.33368,0.05918,0.31504,0.2028,0.31925,0.32198,0.24568,0.24435,0.24214,0.29967,0.3096,0.34269,0.29165,0.21552,0.34318,0.28007,0.16373,0.29886,0.28979,0.35727,0.06096,0.15914,0.20906,0.26735,0.21745,0.51646,0.29656,0.19705,0.37464,0.37539,0.41081,0.10556,0.233,0.30243,0.11797,0.23104,0.19725,0.10897,0.09872,0.19428,0.13333,0.19585,0.17984,0.18067,0.18429,0.1052,0.115,0.16443,0.30243,0.20276,0.12235,0.12142,0.14826,0.11478,0.10634,0.12885,0.18991,0.15671,0.18382,0.31313,0.31529,0.2544,0.11373,0.12732,0.29579,0.37726,0.26875,0.34257,0.2867,0.27379,0.26836,0.11156,0.34796,0.32794,0.30699,0.29992,0.38123,0.28468,0.35267,0.16165,0.26998,0.37,0.32383,0.40363,0.35632,0.48349,0.30962,0.18398,0.19367,0.15827,0.1117,0.14957,0.14328,0.32067,0.3212,0.40385,0.25209,0.25896,0.04327,0.37888,0.30765,0.22976,0.35743,0.2697,0.33192,0.33207,0.36173,0.40381,0.40902,0.31445,0.1813,0.14056,0.3476,0.32805,0.3459,0.44407,0.16081,0.13333,0.05667,0.12968,0.12877,0.09126,0.11713,0.02107,0.1203,0.1123,0.17258,0.08419,0.15113,0.23961,0.2325,0.21277,0.15094,0.20895,0.17871,0.31009,0.2586,0.19137
110306477,6297743,"How to Take Smart Notes: One Simple Technique to Boost Writing,  Learning and Thinking  for Students, Academics and Nonfiction Book Writers",Sönke Ahrens,"A good, structured workflow puts us back in charge and increases our freedom to do the right thing at the right time.",0.34653,1.0,0.39666,0.26148,0.22002,0.3702,0.44815,0.36052,0.15556,0.49518,0.41981,0.47503,0.32762,0.15839,0.10117,0.23759,0.39603,0.27724,0.35144,0.17769,0.24447,0.20554,0.21301,0.3271,0.32727,0.19891,0.06208,0.18274,0.04409,0.27999,0.14298,0.29206,0.15572,0.18704,0.24371,0.24397,0.25345,0.14902,0.20899,0.20101,0.18051,0.22887,0.22571,0.21203,0.19013,0.06216,0.08131,0.19069,0.12301,0.09059,0.3901,0.22129,0.22216,0.03373,0.27072,0.33536,0.08591,0.16551,0.25068,0.10518,0.16759,0.37681,0.14592,0.17507,0.20492,0.13263,0.19472,0.21919,0.13869,0.23703,0.15806,0.0922,0.17619,0.25068,0.1984,0.22054,0.14248,0.11266,0.13906,0.08979,0.12422,0.10799,0.15169,0.10013,0.18954,0.14903,0.14004,0.02257,0.09887,0.21708,0.24374,0.19688,0.28981,0.27828,0.20191,0.24566,-0.01238,0.1551,0.22814,0.29522,0.22077,0.24143,0.30279,0.21274,0.33085,0.48987,0.2109,0.43054,0.40321,0.30556,0.28779,0.36583,0.15011,0.2688,0.19539,0.23947,0.31639,0.23864,0.23564,0.33691,0.24242,0.24476,0.10743,0.1533,0.371,0.20894,0.16188,0.31118,0.22235,0.21404,0.21514,0.37715,0.40174,0.43692,0.4353,0.1747,0.18376,0.28119,0.25354,0.45945,0.21178,0.19254,0.13263,0.13687,0.24218,0.19274,0.12158,0.15758,-0.019,0.14931,0.13316,0.22192,0.09393,0.24439,0.25881,0.22103,0.22506,0.26951,0.25022,0.16165,0.22148,0.17755,0.13396
110306479,6297743,"How to Take Smart Notes: One Simple Technique to Boost Writing,  Learning and Thinking  for Students, Academics and Nonfiction Book Writers",Sönke Ahrens,"Studies on highly successful people have proven again and again that success is not the result of strong willpower and the ability to overcome resistance, but rather the result of smart working environments that avoid resistance in the first place",0.4837,0.39666,1.0,0.23979,0.38503,0.55997,0.20659,0.32114,0.19949,0.48592,0.41269,0.49657,0.32623,0.35741,0.17111,0.28135,0.40964,0.37624,0.46484,0.24553,0.43367,0.33146,0.44323,0.26729,0.3349,0.28649,0.01729,0.07999,0.24363,0.32653,0.28003,0.39527,0.19186,0.17699,0.32221,0.36658,0.44086,0.37383,0.30436,0.33381,0.28601,0.03105,0.28509,0.22389,0.27533,-0.00664,0.12267,0.12358,0.21521,0.09847,0.30522,0.334,0.08918,0.15795,0.0965,0.33375,0.08627,0.18971,0.28872,0.09298,0.17464,0.3968,0.11953,0.15659,0.28816,0.17728,0.30634,0.13205,0.11774,0.22646,0.15452,0.14762,0.1192,0.28872,0.31453,0.21666,0.09788,0.03585,-0.00792,-0.01699,0.06497,0.14986,0.08779,0.21209,0.30833,0.33342,0.30123,0.14956,0.13352,0.16702,0.22799,0.20866,0.57397,0.31236,0.26506,0.41656,0.13584,0.26889,0.2729,0.28563,0.23865,0.38442,0.35788,0.3813,0.25696,0.38835,0.24606,0.25026,0.34409,0.37266,0.29796,0.27709,0.03739,0.17432,0.1566,0.12554,0.08586,0.13923,0.25485,0.23039,0.43596,0.17223,0.15226,0.09387,0.41308,0.17474,0.22931,0.23386,0.18885,0.25059,0.27725,0.31026,0.35636,0.36533,0.29779,0.12265,0.04288,0.20656,0.23607,0.31391,0.36889,0.2932,0.17728,0.12387,0.10869,0.1685,0.07629,0.10255,0.00101,0.13522,0.16871,0.15828,0.10838,0.2587,0.22029,0.16836,0.24961,0.30629,0.28895,0.2613,0.36869,0.23868,0.28753
110306480,6297743,"How to Take Smart Notes: One Simple Technique to Boost Writing,  Learning and Thinking  for Students, Academics and Nonfiction Book Writers",Sönke Ahrens,"Writing is, without dispute, the best facilitator for thinking, reading, learning, understanding and generating ideas we have.",0.40527,0.26148,0.23979,1.0,0.3334,0.40285,0.39101,0.35104,0.51655,0.14905,0.22349,0.25887,0.446,0.34566,0.16288,0.38874,0.55601,0.21895,0.3647,0.23462,0.49806,0.31389,0.25756,0.33918,0.19598,0.30564,0.33987,0.41607,0.23147,0.48008,0.3753,0.32854,0.32994,0.31163,0.47744,0.40707,0.41529,0.14449,0.14161,0.49854,0.339,0.19429,0.17533,0.36311,0.29227,0.03931,0.3178,0.30119,0.29115,0.33012,0.39131,0.35268,0.21513,0.21385,0.27697,0.4477,0.06157,0.28323,0.30927,0.07972,0.38479,0.10765,0.24083,0.14724,0.30898,0.1838,0.28082,0.18402,0.3051,0.26906,0.17729,0.21163,0.30938,0.30927,0.24644,0.21975,0.17912,0.21514,0.08269,0.11919,0.11093,0.19161,0.30185,0.12483,0.46521,0.25287,0.33869,0.14219,0.19803,0.37455,0.36256,0.17457,0.36986,0.27892,0.34861,0.35407,0.04505,0.16556,0.26316,0.17667,0.14096,0.16837,0.28391,0.18854,0.22231,0.20697,0.27632,0.31817,0.33343,0.26172,0.19874,0.0704,0.10967,0.21072,0.07678,0.20059,0.05395,-0.00498,0.11276,0.10299,0.12988,0.1677,0.2923,0.03148,0.55483,0.11758,0.20481,0.14964,0.07814,0.09987,0.13819,0.14706,0.25911,0.24941,0.25923,0.10972,0.12654,0.13009,0.15709,0.23035,0.24547,0.12076,0.1838,0.17154,0.11044,0.11092,0.16524,0.17759,0.00636,0.20377,0.18818,0.21228,0.18512,0.17297,0.41787,0.47192,0.42442,0.24048,0.25752,0.21536,0.24527,0.29102,0.25846
110306481,6297743,"How to Take Smart Notes: One Simple Technique to Boost Writing,  Learning and Thinking  for Students, Academics and Nonfiction Book Writers",Sönke Ahrens,This stands in harsh contrast to the common but not-so-wise belief that we need to learn from experience. It is much better to learn from the experiences of others – especially when this experience is reflected on and turned into versatile “mental models” that can be used in different situations.,0.30511,0.22002,0.38503,0.3334,1.0,0.38614,0.30811,0.36648,0.28129,0.32113,0.43092,0.3203,0.30779,0.24317,0.30291,0.44935,0.50312,0.32202,0.50412,0.36279,0.52089,0.10503,0.49788,0.25753,0.20038,0.33745,0.14523,0.22553,0.44443,0.47919,0.50085,0.39886,0.42033,0.152,0.49678,0.30776,0.57081,0.39795,0.32053,0.38792,0.44379,0.09577,0.41467,0.47604,0.50613,0.04972,0.32346,0.32373,0.30482,0.33632,0.28711,0.59345,0.15391,0.21943,0.11512,0.53518,0.25016,0.38349,0.44937,0.19754,0.39193,0.20354,0.29592,0.24971,0.43164,0.39886,0.38189,0.3159,0.34548,0.42692,0.25566,0.31902,0.38753,0.44937,0.46737,0.27518,0.30683,0.12792,0.03682,0.05316,0.18642,0.39482,0.32995,0.18315,0.49681,0.58909,0.3871,0.34536,0.42567,0.40735,0.42255,0.51411,0.4765,0.45987,0.45385,0.54754,0.33268,0.35861,0.51543,0.2152,0.26202,0.2667,0.25662,0.3531,0.21665,0.27998,0.23311,0.25603,0.3179,0.41828,0.28106,0.19815,0.09523,0.11531,0.12365,0.05766,0.06275,0.05917,0.11268,0.17956,0.29765,0.16453,0.23131,0.09067,0.30404,0.18453,0.18123,0.08249,0.02506,0.13641,0.17316,0.28291,0.37398,0.30651,0.25062,0.28067,0.17671,0.09697,0.21701,0.20164,0.39468,0.36128,0.39886,0.22814,0.22758,0.25306,0.26895,0.30665,0.17377,0.32661,0.25654,0.33889,0.21511,0.24392,0.37589,0.30087,0.44709,0.38163,0.46977,0.35845,0.54602,0.53528,0.53277
290432993,6297743,"How to Take Smart Notes: One Simple Technique to Boost Writing,  Learning and Thinking  for Students, Academics and Nonfiction Book Writers",Sönke Ahrens,"We know today that self-control and self-discipline have much more to do with our environment than with ourselves (cf. Thaler, 2015, ch. 2) – and the environment can be changed. Nobody needs willpower not to eat a chocolate bar when there isn’t one around. And nobody needs willpower to do something they wanted to do anyway. Every task that is interesting, meaningful and well-defined will be done, because there is no conflict between long- and short-term interests. Having a meaningful and well-defined task beats willpower every time. Not having willpower, but not having to use willpower indicates that you set yourself up for success. This is where the organisation of writing and note-taking comes into play.",0.91128,0.3702,0.55997,0.40285,0.38614,1.0,0.39377,0.5181,0.43988,0.37667,0.48313,0.39588,0.50585,0.41269,0.31061,0.41664,0.53814,0.28725,0.48654,0.28839,0.55655,0.33886,0.42129,0.28493,0.30859,0.43883,0.10924,0.31475,0.25125,0.43015,0.39129,0.36503,0.26983,0.2494,0.41309,0.32561,0.4098,0.35148,0.29803,0.3705,0.34186,0.15821,0.36913,0.36295,0.36044,0.05427,0.2025,0.28512,0.26899,0.26437,0.50879,0.39798,0.20975,0.34288,0.35971,0.4552,0.13078,0.31411,0.29762,0.10738,0.27182,0.2202,0.1116,0.16969,0.24912,0.18927,0.21782,0.20252,0.20453,0.23375,0.19324,0.15844,0.22788,0.29762,0.26143,0.1636,0.14173,0.09081,0.12583,0.05733,0.12306,0.20583,0.17405,0.20347,0.41234,0.3809,0.31001,0.14903,0.16237,0.32253,0.35992,0.28785,0.39078,0.33075,0.32357,0.33723,0.11116,0.4087,0.37019,0.36007,0.32681,0.41026,0.33622,0.39391,0.25386,0.30451,0.36046,0.34391,0.41557,0.3564,0.47628,0.30149,0.18896,0.25479,0.17886,0.15695,0.14269,0.14206,0.27965,0.30233,0.43469,0.2724,0.2922,0.04678,0.37401,0.2658,0.22014,0.30545,0.24817,0.31051,0.33847,0.38446,0.4447,0.47934,0.37236,0.15487,0.14062,0.29233,0.33597,0.43941,0.44205,0.18286,0.18927,0.12519,0.142,0.18215,0.12908,0.16647,0.06942,0.1386,0.13536,0.19177,0.12154,0.19982,0.2827,0.24641,0.26171,0.21793,0.2366,0.24025,0.33445,0.27407,0.23802
290432994,6297743,"How to Take Smart Notes: One Simple Technique to Boost Writing,  Learning and Thinking  for Students, Academics and Nonfiction Book Writers",Sönke Ahrens,"A good structure is something you can trust. It relieves you from the burden of remembering and keeping track of everything. If you can trust the system, you can let go of the attempt to hold everything together in your head and you can start focusing on what is important: The content, the argument and the ideas.",0.40053,0.44815,0.20659,0.39101,0.30811,0.39377,1.0,0.4849,0.46333,0.29021,0.40185,0.32314,0.4397,0.31592,0.20883,0.33493,0.46041,0.20042,0.36303,0.14345,0.32431,0.1452,0.21584,0.42468,0.2322,0.22239,0.20608,0.41756,0.12806,0.32797,0.29961,0.28772,0.18142,0.29799,0.34439,0.25474,0.31971,0.13788,0.09891,0.32578,0.24963,0.37383,0.13125,0.41123,0.32529,0.23842,0.3648,0.32739,0.29172,0.2263,0.5096,0.29435,0.27464,0.23606,0.42696,0.45353,0.1792,0.24234,0.19412,0.2048,0.28396,0.27407,0.19932,0.21607,0.19691,0.22114,0.18765,0.34256,0.28998,0.25108,0.24973,0.12851,0.23117,0.19412,0.25466,0.2353,0.31424,0.22276,0.19468,0.09086,0.24056,0.194,0.28384,0.17113,0.3325,0.21921,0.26482,0.11724,0.25431,0.20216,0.28536,0.26589,0.30663,0.32633,0.20325,0.25991,0.0932,0.24583,0.28518,0.24159,0.14826,0.13829,0.15647,0.26863,0.30071,0.47902,0.23438,0.6309,0.4782,0.25769,0.31414,0.25142,0.2208,0.27171,0.27575,0.19852,0.21389,0.10986,0.12305,0.20755,0.20108,0.36551,0.23917,0.13312,0.41531,0.22989,0.15446,0.2226,0.11097,0.17591,0.14539,0.30391,0.50751,0.4961,0.52108,0.24907,0.26947,0.19372,0.24354,0.49546,0.36102,0.14183,0.22114,0.1985,0.34844,0.22129,0.1845,0.16016,0.02544,0.20182,0.09879,0.29796,0.1004,0.12448,0.29366,0.23784,0.23044,0.23717,0.22513,0.23161,0.21813,0.24156,0.24675
290432995,6297743,"How to Take Smart Notes: One Simple Technique to Boost Writing,  Learning and Thinking  for Students, Academics and Nonfiction Book Writers",Sönke Ahrens,"Having a clear structure to work in is completely different from making plans about something. If you make a plan, you impose a structure on yourself; it makes you inflexible. To keep going according to plan, you have to push yourself and employ willpower. This is not only demotivating, but also unsuitable for an open-ended process like research, thinking or studying in general, where we have to adjust our next steps with every new insight, understanding or achievement – which we ideally have on a regular basis and not just as an exception. Even though planning is often at odds with the very idea of research and learning, it is the mantra of most study guides and self-help books on academic writing. How do you plan for insight, which, by definition, cannot be anticipated? It is a huge misunderstanding that the only alternative to planning is aimless messing around. The challenge is to structure one’s workflow in a way that insight and new ideas can become the driving forces that push us forward. We do not want to make ourselves dependent on a plan that is threatened by the unexpected, like a new idea, discovery – or insight.",0.5151,0.36052,0.32114,0.35104,0.36648,0.5181,0.4849,1.0,0.52514,0.36898,0.41842,0.37438,0.53909,0.31719,0.22669,0.36167,0.52879,0.26189,0.48986,0.23645,0.54134,0.17956,0.31792,0.33082,0.26424,0.29359,0.19443,0.30986,0.29647,0.3784,0.42631,0.33671,0.27815,0.30652,0.45685,0.31532,0.52735,0.30068,0.22119,0.40582,0.34225,0.24055,0.23325,0.42132,0.37905,0.1888,0.28689,0.31354,0.32147,0.35253,0.51636,0.41018,0.24105,0.13676,0.44312,0.59553,0.28226,0.25731,0.34185,0.16842,0.23161,0.24289,0.1625,0.2059,0.36969,0.30753,0.31451,0.29678,0.24626,0.2696,0.23106,0.21222,0.21764,0.34185,0.34716,0.26302,0.19751,0.1448,0.03563,0.02576,0.17186,0.1777,0.17658,0.23087,0.40433,0.40943,0.26704,0.19051,0.38126,0.40362,0.39643,0.41528,0.42464,0.31343,0.28458,0.32499,0.12965,0.27294,0.39113,0.27332,0.22446,0.29427,0.31611,0.37255,0.17785,0.31624,0.43487,0.38193,0.52425,0.38038,0.42936,0.31931,0.27456,0.25642,0.26186,0.19272,0.21822,0.25098,0.33644,0.28624,0.32059,0.2789,0.32884,0.02015,0.40719,0.33587,0.36844,0.36974,0.28907,0.38358,0.42222,0.37136,0.52885,0.48215,0.46089,0.30504,0.30946,0.39082,0.35487,0.32507,0.36897,0.249,0.30753,0.18494,0.21054,0.2156,0.26546,0.17169,0.13488,0.24159,0.22379,0.29843,0.12309,0.11456,0.3974,0.36986,0.36098,0.26461,0.35339,0.28147,0.35467,0.28433,0.24781
290432996,6297743,"How to Take Smart Notes: One Simple Technique to Boost Writing,  Learning and Thinking  for Students, Academics and Nonfiction Book Writers",Sönke Ahrens,"it is usually the best students who struggle the most. Good students wrestle with their sentences because they care about finding the right expression. It takes them longer to find a good idea to write about because they know from experience that the first idea is rarely that great and good questions do not fall into their laps. They spend more time in the library to get a better overview of the literature, which leads to more reading, which means that they have to juggle more information. Having read more does not automatically mean having more ideas. Especially in the beginning, it means having fewer ideas to work with, because you know that others have already thought of most of them.",0.48804,0.15556,0.19949,0.51655,0.28129,0.43988,0.46333,0.52514,1.0,0.22966,0.27786,0.18993,0.5417,0.38006,0.23046,0.26632,0.36815,0.14025,0.32485,0.16237,0.47031,0.22072,0.1762,0.25535,0.19838,0.26723,0.21501,0.25021,0.21302,0.27745,0.26171,0.21435,0.2281,0.18859,0.3184,0.37018,0.38483,0.17286,0.12271,0.44941,0.31128,0.18843,0.13605,0.34252,0.34983,0.02472,0.23024,0.32969,0.17363,0.18863,0.41202,0.27417,0.12365,0.20235,0.26554,0.52762,0.16371,0.19703,0.21271,0.08932,0.21592,0.09543,0.11065,0.10386,0.20951,0.12994,0.24509,0.17092,0.1728,0.13483,0.11991,0.09523,0.1578,0.21271,0.20976,0.14313,0.13793,0.1294,0.06918,0.0607,0.09953,0.12637,0.17186,0.16446,0.31784,0.26696,0.257,0.18861,0.21148,0.2854,0.28465,0.25043,0.30244,0.31197,0.26843,0.28417,0.06581,0.14472,0.23362,0.06136,0.0905,0.15024,0.16094,0.19511,0.02208,0.11093,0.22487,0.30108,0.31981,0.16863,0.26636,0.19111,0.08883,0.10881,0.09592,0.08878,0.08462,0.01491,0.1078,0.09618,0.24679,0.23968,0.21622,-0.0287,0.41654,0.12511,0.23998,0.19589,0.12356,0.2067,0.16304,0.20348,0.32837,0.25493,0.22554,0.17194,0.17685,0.19338,0.17067,0.23706,0.30363,0.09782,0.12994,0.0898,0.11355,0.09819,0.12306,0.0848,-0.02393,0.15398,0.13192,0.21528,0.11747,0.09463,0.30194,0.33831,0.2411,0.11185,0.18429,0.16728,0.34426,0.18129,0.22991
