Text_ID,Father_ID,Father_name,Author_name,Text,514356011,514356012,514356013,514356014,514356015,514356016,514356017,514356018,514356019,514356020,540492161,547332524,547332525,547332526,547332527,547332528,547332529,547332530,547332531,547332532,547332533,547332534,547332535,547332536,547332537,547332538,583516114,583516115,583516116,583516117,583516118,583516119,583516120,583516121,583516122,583516123,583516124,583516125,583516126,583516127,591548145,591548146,591548147,591548148,591548149,591548150,591548151,591548152,591548153,591548154,591548155,591548156,591548157,591548158,591548159,591548160,591548161,591548162,591548163,591548164,591548165
514356011,26811735,"Why Information Grows: The Evolution of Order, from Atoms to Economies",Cesar Hidalgo,"Knowhow is the tacit computational capacity that allows us to perform actions, and it is accumulated at both the individual and collective levels.",1.0,0.30399,0.51498,0.31325,0.35491,0.29539,0.41681,0.37155,0.4879,0.34338,0.44927,0.44428,0.35741,0.34052,0.47535,1.0,0.61889,0.4884,0.29455,0.33854,0.08489,0.18559,0.33891,0.34717,0.41044,0.29164,0.54668,0.50872,0.35684,0.51324,0.39562,0.44031,0.4693,0.55147,0.48593,0.5206,0.57013,0.24406,0.26368,0.46702,0.37155,0.29651,0.26466,0.21333,0.20447,0.34332,0.11191,0.36001,0.30914,0.31512,0.12798,0.23669,0.32314,0.3429,0.51134,0.57004,0.58593,0.42383,0.52415,0.76503,0.50365
514356012,26811735,"Why Information Grows: The Evolution of Order, from Atoms to Economies",Cesar Hidalgo,"In a physical system, information is the opposite of entropy, as it involves uncommon and highly correlated configurations that are difficult to arrive at.",0.30399,1.0,0.45006,0.20825,0.42576,0.69211,0.18882,0.64008,0.20262,0.6913,0.63699,0.39386,0.69491,0.29852,0.36575,0.30399,0.34726,0.465,0.43733,0.61639,0.56782,0.61992,0.9328,0.53523,0.56083,0.53585,0.31353,0.21135,0.19452,0.35615,0.12368,0.18365,0.34366,0.2318,0.19276,0.16985,0.26735,0.11373,0.20648,0.26284,0.64008,0.54838,0.58088,0.5362,0.49427,0.48738,0.33623,0.32332,0.07135,0.28431,0.00784,0.09449,0.12592,0.13305,0.1775,0.3717,0.22233,0.36963,0.17383,0.29004,0.26405
514356013,26811735,"Why Information Grows: The Evolution of Order, from Atoms to Economies",Cesar Hidalgo,"Humans are special animals when it comes to information, because unlike other species, we have developed an enormous ability to encode large volumes of information outside our bodies.",0.51498,0.45006,1.0,0.27488,0.60716,0.37646,0.36172,0.45966,0.36758,0.40818,0.61647,0.57865,0.49186,0.4126,0.69074,0.51498,0.49551,0.46732,0.41431,0.53849,0.206,0.37856,0.4811,0.56173,0.67142,0.38444,0.47624,0.62837,0.3162,0.49492,0.3606,0.37912,0.40438,0.45996,0.50116,0.50076,0.50349,0.38071,0.39478,0.48161,0.45966,0.43066,0.30378,0.20228,0.30043,0.38715,0.15971,0.39116,0.18448,0.32652,0.15242,0.27604,0.33138,0.32864,0.40841,0.47662,0.40982,0.44512,0.35258,0.58804,0.45933
514356014,26811735,"Why Information Grows: The Evolution of Order, from Atoms to Economies",Cesar Hidalgo,"Extreme bureaucracy generates large networks connecting many people but few personbytes. Most of the personbytes available are consumed by internal procedures, such as lengthy and politicized approval processes. As a result, such networks are weighed down by their own links, and although large, they become unable to generate or accumulate much knowhow and knowledge.",0.31325,0.20825,0.27488,1.0,0.17432,0.23667,0.32379,0.28304,0.46971,0.25023,0.25069,0.27285,0.2685,0.1625,0.21662,0.31325,0.53472,0.43831,0.1673,0.15489,0.07439,0.06988,0.1996,0.12666,0.19621,0.38944,0.36729,0.30239,0.17649,0.31784,0.10726,0.15205,0.26848,0.43714,0.30848,0.19333,0.44629,0.02275,0.13608,0.22686,0.28304,0.21515,0.23694,0.22407,0.14038,0.13273,0.08963,0.1442,0.27815,0.19992,0.10094,0.1274,0.13806,0.1252,0.2106,0.47082,0.34604,0.39306,0.30591,0.24234,0.3034
514356015,26811735,"Why Information Grows: The Evolution of Order, from Atoms to Economies",Cesar Hidalgo,"Humans, and some machines, have the ability to interpret messages and infuse them with meaning. But what travels through the wires or electromagnetic waves is not that meaning. It is simpler. It is just information.",0.35491,0.42576,0.60716,0.17432,1.0,0.36721,0.29451,0.37987,0.24669,0.32848,0.57443,0.77077,0.41756,0.38161,0.53644,0.35491,0.3503,0.33431,0.36962,0.50713,0.17279,0.33152,0.40379,0.54236,0.70512,0.25716,0.28331,0.39663,0.35129,0.41985,0.25985,0.29623,0.43218,0.30872,0.35846,0.33793,0.35383,0.26751,0.14892,0.35828,0.37987,0.39126,0.24873,0.13624,0.30473,0.47348,0.16293,0.422,0.1503,0.34675,0.10145,0.29599,0.30211,0.25304,0.3737,0.38479,0.365,0.38651,0.18824,0.38189,0.32524
514356016,26811735,"Why Information Grows: The Evolution of Order, from Atoms to Economies",Cesar Hidalgo,"To battle disorder and allow information to grow, our universe has a few tricks up its sleeve. These tricks involve out-of-equilibrium systems, the accumulation of information in solids, and the ability of matter to compute.",0.29539,0.69211,0.37646,0.23667,0.36721,1.0,0.29537,0.66358,0.26849,0.66371,0.49043,0.37739,0.91279,0.30869,0.39179,0.29539,0.3777,0.47822,0.35368,0.34051,0.47383,0.30045,0.62486,0.42211,0.46179,0.4708,0.33823,0.26123,0.20315,0.34672,0.17124,0.18609,0.30749,0.28344,0.20666,0.21996,0.33592,0.07624,0.21133,0.3321,0.66358,0.71898,0.54416,0.57909,0.59909,0.54332,0.33338,0.32108,0.10957,0.33994,0.04126,0.19065,0.24539,0.25995,0.28636,0.39822,0.24921,0.44381,0.14707,0.24482,0.2084
514356017,26811735,"Why Information Grows: The Evolution of Order, from Atoms to Economies",Cesar Hidalgo,"Our ability to crystallize imagination teaches us an important lesson about the complexity of economies: markets do not make us richer but wiser, since they produce wealth as long as they give us indirect access to the practical uses of the knowledge and imagination that our species has been able to accumulate.",0.41681,0.18882,0.36172,0.32379,0.29451,0.29537,1.0,0.40795,0.71229,0.35814,0.34109,0.38217,0.32957,0.39469,0.43953,0.41681,0.66623,0.61435,0.34256,0.12111,0.09702,0.06435,0.20127,0.32119,0.32075,0.35363,0.53448,0.44798,0.39872,0.48269,0.39697,0.34176,0.4077,0.48916,0.41011,0.40442,0.53167,0.15921,0.18638,0.49312,0.40795,0.36827,0.28611,0.30982,0.29679,0.27866,0.16875,0.5773,0.64927,0.59085,0.32295,0.47557,0.566,0.55006,0.63524,0.68135,0.57465,0.46034,0.29921,0.36714,0.35389
514356018,26811735,"Why Information Grows: The Evolution of Order, from Atoms to Economies",Cesar Hidalgo,"Prigogine produced many important insights, but the one that is of concern to us here is the idea that information emerges naturally in the steady states of physical systems that are out of equilibrium.",0.37155,0.64008,0.45966,0.28304,0.37987,0.66358,0.40795,1.0,0.3802,0.79374,0.59211,0.46778,0.69018,0.36064,0.39443,0.37155,0.49352,0.58256,0.47092,0.39477,0.30435,0.33047,0.61379,0.53301,0.54794,0.50835,0.47904,0.31463,0.26997,0.41431,0.26612,0.26592,0.38227,0.36378,0.28303,0.24669,0.43732,0.12633,0.21025,0.41181,1.0,0.68074,0.65718,0.79459,0.76465,0.54169,0.5549,0.39455,0.20912,0.38598,0.1495,0.20188,0.24439,0.24326,0.33523,0.50037,0.35953,0.52001,0.25425,0.38236,0.35622
514356019,26811735,"Why Information Grows: The Evolution of Order, from Atoms to Economies",Cesar Hidalgo,"Yet in a world where knowledge and knowhow are trapped in social networks and are difficult to copy, we should expect large differences in countries’ abilities to crystallize imagination, since differences in the knowledge and knowhow available in a given country should be reflected in the set of products that each country is able to produce.",0.4879,0.20262,0.36758,0.46971,0.24669,0.26849,0.71229,0.3802,1.0,0.30091,0.35818,0.34838,0.32821,0.36673,0.43288,0.4879,0.68126,0.6066,0.34014,0.15942,0.06876,0.07579,0.22652,0.31051,0.35425,0.45814,0.53425,0.47292,0.36534,0.48679,0.31164,0.31122,0.39306,0.55179,0.47342,0.38964,0.5936,0.1155,0.1653,0.39043,0.3802,0.30045,0.22759,0.23437,0.25692,0.22454,0.1115,0.51927,0.76955,0.51824,0.33118,0.36907,0.50536,0.50294,0.6167,0.62871,0.61815,0.58142,0.32352,0.40141,0.42725
